county,precinct,office,district,party,candidate,votes,winner
Worcester,,House of Delegates,,Democratic,Norman H. Conway,6316,TRUE
Worcester,,House of Delegates,,Republican,Ronald L. Bireley,4421,
Worcester,,House of Delegates,,Republican,Charles McClenahan,6437,TRUE
Worcester,,House of Delegates,,Republican,Christopher E. Mills,4832,
Montgomery,,House of Delegates,,Democratic,Charles Barkley,12137,
Montgomery,,House of Delegates,,Democratic,Anise Key Brown,10987,
Montgomery,,House of Delegates,,Democratic,Anthony J. Santangelo,10939,
Montgomery,,House of Delegates,,Republican,Raymond Beck,12311,TRUE
Montgomery,,House of Delegates,,Republican,Barrie S. Ciliberti,12897,
Montgomery,,House of Delegates,,Republican,Mathew Mossburg,13119,TRUE
Montgomery,,House of Delegates,,Independent,Patricia Cummings,6471,
Baltimore City,,House of Delegates,,Democratic,Tony E. Fulton,13700,TRUE
Baltimore City,,House of Delegates,,Democratic,Salima Siler Marriott,13013,
Baltimore City,,House of Delegates,,Democratic,Howard P. Rawlings,13694,TRUE
Baltimore City,,House of Delegates,,Democratic,Robert L. Clay,1216,
Baltimore City,,House of Delegates,,Democratic,Frank D. Boston Jr.,14491,TRUE
Baltimore City,,House of Delegates,,Democratic,Margaret H. Murphy,15114,TRUE
Baltimore City,,House of Delegates,,Democratic,Nathaniel T. Oaks,13702,TRUE
Baltimore City,,House of Delegates,,Republican,Edward J. Eagan,2338,
Baltimore City,,House of Delegates,,Republican,Harry E. Grant,1529,
Baltimore City,,House of Delegates,,Republican,Daniel S. O'Shea,1504,
Baltimore City,,House of Delegates,,Democratic,James W. Campbell,15023,TRUE
Baltimore City,,House of Delegates,,Democratic,Maggie McIntosh,14823,TRUE
Baltimore City,,House of Delegates,,Democratic,S. I. Sandy Rosenberg,15619,TRUE
Baltimore,,House of Delegates,,Democratic,James W. Campbell,5921,TRUE
Baltimore,,House of Delegates,,Democratic,Maggie McIntosh,6017,TRUE
Baltimore,,House of Delegates,,Democratic,S. I. Sandy Rosenberg,6845,TRUE
Baltimore City,,House of Delegates,,Democratic,Gerald J. Curran,17779,TRUE
Baltimore City,,House of Delegates,,Democratic,Ann Marie Doory,16509,TRUE
Baltimore City,,House of Delegates,,Democratic,Kenneth Charles Montague Jr.,16384,TRUE
Baltimore City,,House of Delegates,,Democratic,Elijah Cummings,9823,TRUE
Baltimore City,,House of Delegates,,Democratic,Ruth M. Kirk,9358,TRUE
Baltimore City,,House of Delegates,,Democratic,Clarence M. Mitchell IV,9838,TRUE
Baltimore City,,House of Delegates,,Democratic,Talmadge Branch,10728,TRUE
Baltimore City,,House of Delegates,,Democratic,Clarence Davis,1120,TRUE
Baltimore City,,House of Delegates,,Democratic,Hattie N. Harrison,11119,TRUE
Baltimore City,,House of Delegates,,Democratic,Cornell N. Dypski,11794,TRUE
Baltimore City,,House of Delegates,,Democratic,Peter A. Hammen,11154,TRUE
Baltimore City,,House of Delegates,,Democratic,Carolyn Krysiak,11447,TRUE
Baltimore City,,House of Delegates,,Republican,Mark C. Miller,3644,
Baltimore,,House of Delegates,,Democratic,Cornell N. Dypski,1561,TRUE
Baltimore,,House of Delegates,,Democratic,Peter A. Hammen,1374,TRUE
Baltimore,,House of Delegates,,Democratic,Carolyn Krysiak,1554,TRUE
Baltimore,,House of Delegates,,Republican,Mark C. Miller,1188,
Baltimore City,,House of Delegates,,Democratic,Brian K. McHale,8154,TRUE
Baltimore City,,House of Delegates,,Democratic,Gary E. Morse,2004,
Baltimore City,,House of Delegates,,Democratic,Timothy D. Murphy,8709,TRUE
Baltimore City,,House of Delegates,,Republican,Anthony F. Forlenza,6,
Baltimore,,House of Delegates,,Democratic,Thomas E. Dewberry,6280,TRUE
Baltimore,,House of Delegates,,Republican,Steven Cumby,4509,
Wicomico,,Judge of the Circuit Court,,Democratic,Alfred T. Truitt Jr.,16458,TRUE
Baltimore,,Judge of the Circuit Court,,Democratic,Lawrence R. Daniels,75890,TRUE
Baltimore,,Judge of the Circuit Court,,Both Parties,John O. Hennegan,68604,TRUE
Garrett,,Judge of the Circuit Court,,Both Parties,Frederick A. Thayer,5576,TRUE
Washington,,Judge of the Circuit Court,,Both Parties,Darrow Glaser,20617,TRUE
Washington,,Judge of the Circuit Court,,Both Parties,John H. McDowell,19331,TRUE
Anne Arundel,,Judge of the Circuit Court,,Both Parties,H. Chester Goudy Jr.,81607,TRUE
Anne Arundel,,Judge of the Circuit Court,,Both Parties,Raymond G. Thieme Jr.,87316,
Montgomery,,Judge of the Circuit Court,,Both Parties,D. Warren Donohue,138684,
Montgomery,,Judge of the Circuit Court,,Both Parties,Ann S. Harrington,144388,TRUE
Montgomery,,Judge of the Circuit Court,,Both Parties,S. Michael Pincus,135212,TRUE
Montgomery,,Judge of the Circuit Court,,Both Parties,William P. Turner,133802,TRUE
Calvert,,Judge of the Circuit Court,,Both Parties,Warren J. Krug,9025,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Vincent J. Femia,81054,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Robert H. Mason,72758,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,C. Philip Nichols Jr.,71737,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,William B. Spellbring Jr.,70976,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Robert J. Woods,75540,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Sylvania W. Woods Sr.,75490,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Joseph H. H. Kaplan,65525,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Carol E. Smith,59402,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Martin P. Welch,54965,TRUE
Allegany,,Judge of the Circuit Court,,,For,7655,TRUE
Allegany,,Judge of the Circuit Court,,,Against,2755,
Anne Arundel,,Judge of the Circuit Court,,,For,78933,TRUE
Anne Arundel,,Judge of the Circuit Court,,,Against,27828,
Baltimore City,,Judge of the Circuit Court,,,For,58254,TRUE
Baltimore City,,Judge of the Circuit Court,,,Against,13541,
Baltimore,,Judge of the Circuit Court,,,For,78544,TRUE
Baltimore,,Judge of the Circuit Court,,,Against,26310,
Calvert,,Judge of the Circuit Court,,,For,7004,TRUE
Calvert,,Judge of the Circuit Court,,,Against,2225,
Caroline,,Judge of the Circuit Court,,,For,1378,TRUE
Caroline,,Judge of the Circuit Court,,,Against,516,
Carroll,,Judge of the Circuit Court,,,For,25839,TRUE
Carroll,,Judge of the Circuit Court,,,Against,7879,
Cecil,,Judge of the Circuit Court,,,For,3999,TRUE
Cecil,,Judge of the Circuit Court,,,Against,1313,
Charles,,Judge of the Circuit Court,,,For,10407,TRUE
Charles,,Judge of the Circuit Court,,,Against,2872,
Dorchester,,Judge of the Circuit Court,,,For,2502,TRUE
Dorchester,,Judge of the Circuit Court,,,Against,1038,
Frederick,,Judge of the Circuit Court,,,For,29626,TRUE
Frederick,,Judge of the Circuit Court,,,Against,6016,
Garrett,,Judge of the Circuit Court,,,For,3504,TRUE
Garrett,,Judge of the Circuit Court,,,Against,1129,
Harford,,Judge of the Circuit Court,,,For,38658,TRUE
Harford,,Judge of the Circuit Court,,,Against,14045,
Howard,,Judge of the Circuit Court,,,For,47466,TRUE
Howard,,Judge of the Circuit Court,,,Against,9891,
Kent,,Judge of the Circuit Court,,,For,3414,TRUE
Kent,,Judge of the Circuit Court,,,Against,950,
Montgomery,,Judge of the Circuit Court,,,For,131243,TRUE
Montgomery,,Judge of the Circuit Court,,,Against,25138,
Prince George's,,Judge of the Circuit Court,,,For,70570,TRUE
Prince George's,,Judge of the Circuit Court,,,Against,18072,
Queen Anne's,,Judge of the Circuit Court,,,For,2444,TRUE
Queen Anne's,,Judge of the Circuit Court,,,Against,782,
St. Mary's,,Judge of the Circuit Court,,,For,6247,TRUE
St. Mary's,,Judge of the Circuit Court,,,Against,2332,
Somerset,,Judge of the Circuit Court,,,For,1181,TRUE
Somerset,,Judge of the Circuit Court,,,Against,357,
Talbot,,Judge of the Circuit Court,,,For,3314,TRUE
Talbot,,Judge of the Circuit Court,,,Against,892,
Washington,,Judge of the Circuit Court,,,For,18149,TRUE
Washington,,Judge of the Circuit Court,,,Against,3673,
Wicomico,,Judge of the Circuit Court,,,For,12264,TRUE
Wicomico,,Judge of the Circuit Court,,,Against,2809,
Worcester,,Judge of the Circuit Court,,,For,7815,TRUE
Worcester,,Judge of the Circuit Court,,,Against,2106,
Baltimore,,Judge of the Circuit Court,,,For,77280,TRUE
Baltimore,,Judge of the Circuit Court,,,Against,25410,
Harford,,Judge of the Circuit Court,,,For,38093,TRUE
Harford,,Judge of the Circuit Court,,,Against,13790,
Anne Arundel,,Judge of the Circuit Court,,,For,77505,TRUE
Anne Arundel,,Judge of the Circuit Court,,,Against,28034,
Carroll,,Judge of the Circuit Court,,,For,24828,TRUE
Carroll,,Judge of the Circuit Court,,,Against,8115,
Howard,,Judge of the Circuit Court,,,For,45630,TRUE
Howard,,Judge of the Circuit Court,,,Against,10461,
